,Unnamed: 0,Speed(RPM),Torque(kg.cm),Coil Dia,Coil R,Coil Turn,Core Thick,Core Dia,Poles,Motor_name_idx,label
41,181,1837.0,4.1,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
42,183,1810.0,4.2,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
43,184,1783.0,4.4,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
44,187,1730.0,4.6,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
45,188,1678.0,4.9,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
46,191,1678.0,5.0,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
47,195,1554.0,5.7,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
48,200,1442.0,6.7,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
49,203,1400.0,7.3,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
50,204,1379.0,7.6,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
51,205,1358.0,7.7,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
52,206,1358.0,7.9,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
53,208,1196.0,10.3,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
54,209,1158.0,11.2,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
55,210,1121.0,12.0,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
56,211,1050.0,13.6,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
57,212,1016.0,14.5,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
58,213,967.0,15.8,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
59,214,927.0,16.6,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
60,215,892.0,17.2,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
61,216,868.0,17.6,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
62,217,837.0,17.8,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
63,218,789.0,18.2,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
64,219,742.0,18.5,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
65,220,703.0,18.7,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
66,221,683.0,18.8,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
67,222,649.0,18.9,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
68,223,616.0,19.0,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
69,224,581.0,19.1,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
70,225,558.0,19.2,0.37,45.0,320.0,32.5,104.0,8.0,15.0,D
