,Speed(RPM),Torque(kg.cm),Coil Dia,Coil R,Coil Turn,Core Thick,Core Dia,Poles,Motor_name_idx,label
848,1114.0,3.9,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
849,1114.0,3.9,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
850,1113.0,4.0,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
851,1112.0,4.1,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
852,1112.0,4.1,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
853,1112.0,4.1,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
854,1112.0,4.1,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
855,1111.0,4.2,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
856,1111.0,4.2,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
857,1111.0,4.2,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
858,1111.0,4.2,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
859,1110.0,4.3,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
860,1108.0,4.4,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
861,1108.0,4.4,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
862,1108.0,4.4,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
863,1108.0,4.4,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
864,1107.0,4.5,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
865,1107.0,4.5,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
866,1107.0,4.5,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
867,1107.0,4.5,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
868,1106.0,4.6,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
869,1106.0,4.6,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
870,1106.0,4.6,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
871,1106.0,4.6,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
872,1105.0,4.7,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
873,1105.0,4.7,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
874,1105.0,4.7,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
875,1105.0,4.7,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
876,1104.0,4.8,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
877,1104.0,4.8,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
878,1104.0,4.8,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
879,1104.0,4.8,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
880,1102.0,4.9,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
881,1102.0,4.9,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
882,1102.0,4.9,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
883,1102.0,4.9,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
884,1101.0,5.0,0.28,56.6,580.0,11.0,94.0,8.0,8.0,B
885,1101.0,5.0,0.28,56.6,580.0,11.0,94.0,8.0,36.0,B
886,1101.0,5.0,0.28,56.6,580.0,11.0,94.0,8.0,11.0,B
887,1101.0,5.0,0.28,56.6,580.0,11.0,94.0,8.0,46.0,B
888,403.0,0.1,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
889,403.0,0.1,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
890,403.0,0.1,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
891,402.0,0.2,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
892,402.0,0.2,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
893,402.0,0.2,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
894,401.0,0.3,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
895,401.0,0.3,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
896,401.0,0.3,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
897,400.0,0.4,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
898,400.0,0.4,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
899,400.0,0.4,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
900,399.0,0.5,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
901,399.0,0.5,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
902,399.0,0.5,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
903,399.0,0.6,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
904,399.0,0.6,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
905,399.0,0.6,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
906,398.0,0.7,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
907,398.0,0.7,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
908,398.0,0.7,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
909,397.0,0.8,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
910,397.0,0.8,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
911,397.0,0.8,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
912,396.0,1.0,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
913,396.0,1.0,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
914,396.0,1.0,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
915,396.0,1.1,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
916,396.0,1.1,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
917,396.0,1.1,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
918,395.0,1.2,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
919,395.0,1.2,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
920,395.0,1.2,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
921,394.0,1.4,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
922,394.0,1.4,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
923,394.0,1.4,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
924,394.0,1.5,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
925,394.0,1.5,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
926,394.0,1.5,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
927,393.0,1.8,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
928,393.0,1.8,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
929,393.0,1.8,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
930,391.0,2.8,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
931,391.0,2.8,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
932,391.0,2.8,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
933,390.0,3.1,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
934,390.0,3.1,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
935,390.0,3.1,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
936,389.0,3.3,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
937,389.0,3.3,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
938,389.0,3.3,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
939,389.0,3.4,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
940,389.0,3.4,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
941,389.0,3.4,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
942,388.0,3.6,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
943,388.0,3.6,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
944,388.0,3.6,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
945,388.0,3.7,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
946,388.0,3.7,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
947,388.0,3.7,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
948,387.0,3.8,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
949,387.0,3.8,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
950,387.0,3.8,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
951,386.0,3.9,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
952,386.0,3.9,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
953,386.0,3.9,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
954,386.0,4.0,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
955,386.0,4.0,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
956,386.0,4.0,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
957,385.0,4.1,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
958,385.0,4.1,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
959,385.0,4.1,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
960,384.0,4.2,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
961,384.0,4.2,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
962,384.0,4.2,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
963,383.0,4.3,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
964,383.0,4.3,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
965,383.0,4.3,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
966,382.0,4.4,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
967,382.0,4.4,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
968,382.0,4.4,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
969,381.0,4.5,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
970,381.0,4.5,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
971,381.0,4.5,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
972,380.0,4.6,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
973,380.0,4.6,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
974,380.0,4.6,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
975,379.0,4.7,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
976,379.0,4.7,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
977,379.0,4.7,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
978,378.0,4.8,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
979,378.0,4.8,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
980,378.0,4.8,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
981,376.0,4.9,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
982,376.0,4.9,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
983,376.0,4.9,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
984,375.0,5.0,0.28,35.6,580.0,11.0,94.0,8.0,10.0,B
985,375.0,5.0,0.28,35.6,580.0,11.0,94.0,8.0,19.0,B
986,375.0,5.0,0.28,35.6,580.0,11.0,94.0,8.0,50.0,B
