,Speed(RPM),Torque(kg.cm),Coil Dia,Coil R,Coil Turn,Core Thick,Core Dia,Poles,label
355,1216.0,8.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
356,1822.0,8.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
357,1822.0,8.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
358,1160.0,8.2,0.4,37.0,294.0,35.0,94.0,8.0,2.0
359,2770.0,8.2,0.62,7.16,175.0,18.0,135.0,8.0,2.0
360,2434.0,8.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
361,2434.0,8.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
362,2434.0,8.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
363,2434.0,8.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
364,2434.0,8.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
365,2434.0,8.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
366,1517.0,9.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
367,1701.0,9.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
368,1698.0,9.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
369,1668.0,9.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
370,1668.0,9.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
371,2215.0,9.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
372,2215.0,9.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
373,2215.0,9.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
374,2215.0,9.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
375,2215.0,9.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
376,2215.0,9.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
377,1584.0,10.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
378,1577.0,10.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
379,1178.0,10.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
380,1178.0,10.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
381,1120.0,10.2,0.4,37.0,294.0,35.0,94.0,8.0,2.0
382,2503.0,10.2,0.62,7.16,175.0,18.0,135.0,8.0,2.0
383,2103.0,10.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
384,2103.0,10.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
385,2103.0,10.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
386,2103.0,10.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
387,2103.0,10.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
388,2103.0,10.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
389,1326.0,11.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
390,1197.0,11.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
391,1205.0,11.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
392,1197.0,11.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
393,1205.0,11.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
394,1480.0,11.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
395,1456.0,11.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
396,1456.0,11.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
397,1936.0,11.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
398,1936.0,11.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
399,1936.0,11.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
400,1936.0,11.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
401,1936.0,11.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
402,1936.0,11.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
403,1246.0,12.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
404,1167.0,12.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
405,1167.0,12.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
406,1397.0,12.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
407,1132.0,12.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
408,1132.0,12.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
409,1369.0,12.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
410,1369.0,12.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
411,1080.0,12.2,0.4,37.0,294.0,35.0,94.0,8.0,2.0
412,1817.0,12.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
413,1817.0,12.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
414,1817.0,12.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
415,1817.0,12.2,0.47,20.6,210.0,41.0,104.0,8.0,2.0
416,1180.0,13.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
417,1322.0,13.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
418,1309.0,13.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
419,1730.0,13.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
420,1730.0,13.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
421,1730.0,13.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
422,1730.0,13.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
423,1730.0,13.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
424,1730.0,13.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
425,1117.0,14.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
426,1041.0,14.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
427,1041.0,14.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
428,1188.0,14.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
429,1188.0,14.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
430,1254.0,14.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
431,1098.0,14.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
432,1098.0,14.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
433,1230.0,14.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
434,1230.0,14.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
435,1637.0,14.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
436,1637.0,14.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
437,1637.0,14.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
438,1637.0,14.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
439,1637.0,14.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
440,1637.0,14.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
441,1063.0,15.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
442,991.0,15.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
443,991.0,15.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
444,1121.0,15.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
445,1121.0,15.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
446,2171.0,15.3,0.62,7.16,175.0,18.0,135.0,8.0,2.0
447,1536.0,15.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
448,1536.0,15.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
449,1536.0,15.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
450,1536.0,15.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
451,1019.0,16.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
452,935.0,16.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
453,935.0,16.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
454,1075.0,16.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
455,1075.0,16.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
456,1144.0,16.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
457,1130.0,16.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
458,1124.0,16.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
459,1124.0,16.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
460,1480.0,16.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
461,1480.0,16.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
462,1480.0,16.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
463,1480.0,16.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
464,1480.0,16.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
465,1480.0,16.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
466,968.0,17.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
467,897.0,17.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
468,897.0,17.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
469,1023.0,17.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
470,1023.0,17.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
471,1098.0,17.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
472,1074.0,17.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
473,1074.0,17.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
474,1411.0,17.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
475,1411.0,17.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
476,1411.0,17.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
477,1411.0,17.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
478,1411.0,17.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
479,1411.0,17.3,0.47,20.6,210.0,41.0,104.0,8.0,2.0
480,919.0,18.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
481,864.0,18.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
482,864.0,18.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
483,984.0,18.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
484,984.0,18.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
485,1056.0,18.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
486,1041.0,18.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
487,1031.0,18.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
488,1031.0,18.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
489,976.0,18.4,0.4,37.0,294.0,35.0,94.0,8.0,2.0
490,1356.0,18.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
491,1356.0,18.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
492,1356.0,18.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
493,1356.0,18.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
494,1356.0,18.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
495,1356.0,18.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
496,825.0,19.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
497,831.0,19.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
498,831.0,19.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
499,931.0,19.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
500,931.0,19.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
501,1011.0,19.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
502,1001.0,19.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
503,983.0,19.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
504,983.0,19.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
505,1286.0,19.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
506,1286.0,19.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
507,1286.0,19.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
508,1286.0,19.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
509,1286.0,19.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
510,1286.0,19.4,0.47,20.6,210.0,41.0,104.0,8.0,2.0
511,803.0,20.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
512,803.0,20.0,0.35,48.8,350.0,30.0,104.0,8.0,2.0
513,961.0,20.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
514,961.0,20.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
515,990.0,20.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
516,990.0,20.0,0.41,20.9,205.0,30.5,102.0,8.0,2.0
517,891.0,20.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
518,891.0,20.0,0.35,43.0,320.0,30.0,104.0,8.0,2.0
519,891.0,22.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
520,843.0,23.0,0.4,37.2,300.0,36.0,104.0,8.0,2.0
521,1882.0,25.5,0.62,7.16,175.0,18.0,135.0,8.0,2.0
522,1692.0,30.6,0.62,7.16,175.0,18.0,135.0,8.0,2.0
523,1568.0,35.7,0.62,7.16,175.0,18.0,135.0,8.0,2.0
524,1400.0,38.8,0.62,7.16,175.0,18.0,135.0,8.0,2.0
525,1200.0,40.8,0.62,7.16,175.0,18.0,135.0,8.0,2.0
526,1600.0,21.8,0.9,5.48,144.0,60.0,130.0,6.0,1.0
527,1600.0,24.7,0.9,5.25,138.0,60.0,130.0,6.0,1.0
528,1600.0,24.7,0.9,5.25,138.0,60.0,130.0,6.0,1.0
529,1400.0,25.8,0.9,5.48,144.0,60.0,130.0,6.0,1.0
530,1600.0,25.8,0.85,7.6,180.0,60.0,130.0,6.0,1.0
531,1400.0,29.2,0.9,5.25,138.0,60.0,130.0,6.0,1.0
532,1400.0,29.2,0.9,5.25,138.0,60.0,130.0,6.0,1.0
533,1600.0,29.9,0.85,7.6,180.0,60.0,130.0,6.0,1.0
534,1400.0,30.7,0.85,7.6,180.0,60.0,130.0,6.0,1.0
535,1300.0,31.9,0.9,5.25,138.0,60.0,130.0,6.0,1.0
536,1300.0,31.9,0.9,5.25,138.0,60.0,130.0,6.0,1.0
537,1200.0,31.9,0.9,5.48,144.0,60.0,130.0,6.0,1.0
538,1300.0,33.5,0.85,7.6,180.0,60.0,130.0,6.0,1.0
539,1200.0,34.7,0.9,5.25,138.0,60.0,130.0,6.0,1.0
540,1200.0,34.7,0.9,5.25,138.0,60.0,130.0,6.0,1.0
541,1400.0,35.3,0.85,7.6,180.0,60.0,130.0,6.0,1.0
542,1100.0,35.7,0.9,5.25,138.0,60.0,130.0,6.0,1.0
543,1100.0,35.7,0.9,5.25,138.0,60.0,130.0,6.0,1.0
544,1000.0,36.7,0.9,5.25,138.0,60.0,130.0,6.0,1.0
545,1000.0,36.7,0.9,5.25,138.0,60.0,130.0,6.0,1.0
546,1200.0,37.0,0.85,7.6,180.0,60.0,130.0,6.0,1.0
547,900.0,38.8,0.9,5.25,138.0,60.0,130.0,6.0,1.0
548,900.0,38.8,0.9,5.25,138.0,60.0,130.0,6.0,1.0
549,1300.0,38.8,0.85,7.6,180.0,60.0,130.0,6.0,1.0
550,800.0,40.2,0.9,5.25,138.0,60.0,130.0,6.0,1.0
551,800.0,40.2,0.9,5.25,138.0,60.0,130.0,6.0,1.0
552,700.0,41.0,0.9,5.25,138.0,60.0,130.0,6.0,1.0
553,700.0,41.0,0.9,5.25,138.0,60.0,130.0,6.0,1.0
554,600.0,41.4,0.9,5.25,138.0,60.0,130.0,6.0,1.0
555,600.0,41.4,0.9,5.25,138.0,60.0,130.0,6.0,1.0
556,1100.0,41.6,0.85,7.6,180.0,60.0,130.0,6.0,1.0
557,1000.0,41.9,0.9,5.48,144.0,60.0,130.0,6.0,1.0
558,1200.0,42.9,0.85,7.6,180.0,60.0,130.0,6.0,1.0
559,1000.0,44.3,0.85,7.6,180.0,60.0,130.0,6.0,1.0
560,1100.0,46.9,0.85,7.6,180.0,60.0,130.0,6.0,1.0
561,1000.0,48.0,0.85,7.6,180.0,60.0,130.0,6.0,1.0
562,800.0,49.0,0.85,7.6,180.0,60.0,130.0,6.0,1.0
563,800.0,50.0,0.85,7.6,180.0,60.0,130.0,6.0,1.0
564,600.0,52.7,0.85,7.6,180.0,60.0,130.0,6.0,1.0
565,700.0,53.2,0.85,7.6,180.0,60.0,130.0,6.0,1.0
566,800.0,53.6,0.9,5.48,144.0,60.0,130.0,6.0,1.0
567,600.0,54.5,0.85,7.6,180.0,60.0,130.0,6.0,1.0
568,3186.0,0.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
569,3125.0,0.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
570,2633.0,0.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
571,2633.0,0.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
572,2633.0,0.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
573,3065.0,0.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
574,2633.0,0.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
575,2633.0,0.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
576,2180.0,0.3,0.25,107.8,670.0,13.0,87.0,8.0,0.0
577,3005.0,0.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
578,2539.0,0.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
579,2539.0,0.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
580,2539.0,0.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
581,2947.0,0.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
582,2539.0,0.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
583,2539.0,0.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
584,2889.0,0.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
585,2060.0,0.6,0.25,107.8,670.0,13.0,87.0,8.0,0.0
586,2439.0,0.6,0.22,37.0,550.0,13.0,88.0,8.0,0.0
587,2439.0,0.6,0.22,37.0,550.0,13.0,88.0,8.0,0.0
588,2439.0,0.6,0.22,37.0,550.0,13.0,88.0,8.0,0.0
589,2831.0,0.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
590,2439.0,0.6,0.22,37.0,550.0,13.0,88.0,8.0,0.0
591,2439.0,0.6,0.22,37.0,550.0,13.0,88.0,8.0,0.0
592,2775.0,0.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
593,2354.0,0.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
594,2354.0,0.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
595,2354.0,0.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
596,2719.0,0.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
597,2354.0,0.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
598,2354.0,0.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
599,1950.0,0.9,0.25,107.8,670.0,13.0,87.0,8.0,0.0
600,2269.0,1.0,0.22,37.0,550.0,13.0,88.0,8.0,0.0
601,2269.0,1.0,0.22,37.0,550.0,13.0,88.0,8.0,0.0
602,2269.0,1.0,0.22,37.0,550.0,13.0,88.0,8.0,0.0
603,2610.0,1.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
604,2269.0,1.0,0.22,37.0,550.0,13.0,88.0,8.0,0.0
605,2269.0,1.0,0.22,37.0,550.0,13.0,88.0,8.0,0.0
606,2557.0,1.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
607,1853.0,1.2,0.25,107.8,670.0,13.0,87.0,8.0,0.0
608,2201.0,1.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
609,2201.0,1.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
610,2201.0,1.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
611,2504.0,1.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
612,2201.0,1.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
613,2201.0,1.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
614,2133.0,1.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
615,2133.0,1.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
616,2133.0,1.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
617,2401.0,1.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
618,2133.0,1.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
619,2133.0,1.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
620,1780.0,1.5,0.25,107.8,670.0,13.0,87.0,8.0,0.0
621,2351.0,1.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
622,2065.0,1.6,0.22,37.0,550.0,13.0,88.0,8.0,0.0
623,2065.0,1.6,0.22,37.0,550.0,13.0,88.0,8.0,0.0
624,2065.0,1.6,0.22,37.0,550.0,13.0,88.0,8.0,0.0
625,1707.0,1.8,0.25,107.8,670.0,13.0,87.0,8.0,0.0
626,2005.0,1.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
627,2005.0,1.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
628,2005.0,1.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
629,2204.0,1.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
630,2005.0,1.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
631,2005.0,1.8,0.22,37.0,550.0,13.0,88.0,8.0,0.0
632,2157.0,1.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
633,1941.0,2.0,0.22,37.0,550.0,13.0,88.0,8.0,0.0
634,1941.0,2.0,0.22,37.0,550.0,13.0,88.0,8.0,0.0
635,1941.0,2.0,0.22,37.0,550.0,13.0,88.0,8.0,0.0
636,2110.0,2.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
637,1638.0,2.1,0.25,107.8,670.0,13.0,87.0,8.0,0.0
638,2065.0,2.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
639,1886.0,2.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
640,1886.0,2.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
641,1886.0,2.2,0.22,37.0,550.0,13.0,88.0,8.0,0.0
642,2019.0,2.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
643,1975.0,2.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
644,1833.0,2.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
645,1833.0,2.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
646,1833.0,2.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
647,1932.0,2.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
648,1833.0,2.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
649,1833.0,2.4,0.22,37.0,550.0,13.0,88.0,8.0,0.0
650,1889.0,2.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
651,1847.0,2.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
652,1520.0,2.7,0.25,107.8,670.0,13.0,87.0,8.0,0.0
653,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
654,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
655,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
656,1806.0,2.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
657,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
658,1778.0,2.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
659,1765.0,2.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
660,1730.0,2.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
661,1730.0,2.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
662,1730.0,2.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
663,1726.0,2.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
664,1687.0,3.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
665,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
666,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
667,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
668,1648.0,3.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
669,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
670,1681.0,3.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
671,1611.0,3.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
672,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
673,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
674,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
675,1574.0,3.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
676,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
677,1635.0,3.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
678,1539.0,3.4,0.28,35.6,580.0,11.0,94.0,8.0,0.0
679,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
680,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
681,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
682,1503.0,3.5,0.28,35.6,580.0,11.0,94.0,8.0,0.0
683,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
684,1589.0,3.5,0.22,37.0,550.0,13.0,88.0,8.0,0.0
685,1410.0,3.6,0.25,107.8,670.0,13.0,87.0,8.0,0.0
686,1469.0,3.6,0.28,35.6,580.0,11.0,94.0,8.0,0.0
687,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
688,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
689,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
690,1435.0,3.7,0.28,35.6,580.0,11.0,94.0,8.0,0.0
691,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
692,1535.0,3.7,0.22,37.0,550.0,13.0,88.0,8.0,0.0
693,1403.0,3.8,0.28,35.6,580.0,11.0,94.0,8.0,0.0
694,1382.0,3.9,0.25,107.8,670.0,13.0,87.0,8.0,0.0
695,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
696,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
697,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
698,1371.0,3.9,0.28,35.6,580.0,11.0,94.0,8.0,0.0
699,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
700,1474.0,3.9,0.22,37.0,550.0,13.0,88.0,8.0,0.0
701,1339.0,4.0,0.28,35.6,580.0,11.0,94.0,8.0,0.0
702,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
703,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
704,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
705,1309.0,4.1,0.28,35.6,580.0,11.0,94.0,8.0,0.0
706,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
707,1419.0,4.1,0.22,37.0,550.0,13.0,88.0,8.0,0.0
708,1279.0,4.2,0.28,35.6,580.0,11.0,94.0,8.0,0.0
709,1328.0,4.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
710,1328.0,4.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
711,1328.0,4.3,0.22,37.0,550.0,13.0,88.0,8.0,0.0
712,1250.0,4.3,0.28,35.6,580.0,11.0,94.0,8.0,0.0
